OfficeName,ObservedYears,CycleEstimate,PredictionReason
Town Treasurer (Morse Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mount Morris Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Moyer Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mulligan Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Nelson Park Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Nesbit Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Nevis Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (New Folden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (New Maine Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (New Solum Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Newton Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Nokay Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Nordland Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Norway Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Numedal Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Oak Park Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Oakwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Odin Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Orrock Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Oscar Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Oshawa Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Otrey Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Oxford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Palmville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Paynesville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Pelan Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Pelican Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Perch Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Percy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Perry Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Pohlitz Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Polonia Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Pomme De Terre Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Pomroy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Popple Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Poppleton Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Prairie Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Prior Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Red Lake Falls Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Reine Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Rice Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Richardson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Richardville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Riverdale Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Rock Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Rollis Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Roome Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Rose Dell Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Roseville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ross Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ross Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Round Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Rush Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sago Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (San Francisco Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sand Creek Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sand Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sanford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sargeant Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Scandia Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Shelburne Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sheridan Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Shevlin Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Shible Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Silver Brook Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Silver Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sinclair Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Skagen Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Skane Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Slater Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sodus Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (South Red River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Spang Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Split Rock Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Spring Brook Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Springfield Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Springvale Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Spruce Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Spruce Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (St. James Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (St. Joseph Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (St. Lawrence Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (St. Mathias Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (St. Vincent Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Stafford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Stately Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Steamboat River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Stokes Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Stony Brook Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Sturgeon Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Svea Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Tamarac Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Tara Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Taylor Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Tegner Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Teien Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Thief Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Third River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Thompson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Thunder Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Tintah Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Todd Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Trondhjem Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Trout Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Troy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Twin Lakes Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Underwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
